VALUE,NVC_NAME,LFRDB,LFLIFEFORM,NVC_CLASS,NVC_SUBCLASS,NVC_FORMATION,NVC_DIVISION,CLASS,SUBCLASS,FORMATION,DIVISION_CODE,DIVISION,MACROGROUP_CODE,MACROGROUP,Group_Code,GROUP,R,G,B,RED,GREEN,BLUE
7976,Eastern Cool Temperate Fallow/Idle Cropland,7976,Herb,7,7.B,7.B.4,7.B.4.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.4 Fallow Field & Weed Vegetation,D207,7.B.4.1 Cropland Fallow Field,M539,Fallow Field,G711,Tropical & Temperate Open Fallow Field,255,255,119,1,1,0.466667
7977,Eastern Cool Temperate Pasture and Hayland,7977,Herb,7,7.B,7.B.2,7.B.2.2,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.2 Pasture & Hay Field Crop,D204,7.B.2.2 Permanent Pasture & Hay Field,M534,Permanent Pasture & Grass Hay Field,G708,Tropical & Temperate Permanent Pasture & Hay Field,227,212,28,0.890196,0.831373,0.109804
7978,Eastern Cool Temperate Wheat,7978,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,250,227,163,0.980392,0.890196,0.639216
7979,Eastern Cool Temperate Aquaculture,7979,Agriculture,7,7.D,7.D.1,7.D.1.1,7 Agricultural & Developed Vegetation,7.D Agricultural & Developed Aquatic Vegetation,7.D.1 Agricultural Aquatic Vegetation,D213,7.D.1.1 Agricultural Pond Vegetation,M553,Agricultural Pond Vegetation,G734,Tropical & Temperate Aquaculture,210,255,237,0.823529,1,0.929412
7980,Western Warm Temperate Orchard,7980,Tree,7,7.A,7.A.1,7.A.1.1,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D215,7.A.1.1 Tree Orchard,M555,Fruit Orchard,G736,Tropical & Temperate Fruit Orchard,210,28,94,0.823529,0.109804,0.368627
7981,Western Warm Temperate Vineyard,7981,Agriculture,7,7.A,7.A.1,7.A.1.2,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D216,7.A.1.2 Vineyard,M557,Grape Vineyard,G737,Tropical & Temperate Grape Vineyard,168,0,132,0.658824,0,0.517647
7982,Western Warm Temperate Bush fruit and berries,7982,Shrub,7,7.A,7.A.1,7.A.1.3,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D217,7.A.1.3 Bush Fruit & Berry,M559,Bush Fruit & Berry,G738,Tropical & Temperate Bush Fruit & Berry,210,28,119,0.823529,0.109804,0.466667
7983,Western Warm Temperate Row Crop-Close Grown Crop,7983,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,245,140,1,0.960784,0.54902
7984,Western Warm Temperate Row Crop,7984,Agriculture,7,7.B,7.B.1,7.B.1.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D200,7.B.1.1 Graminoid Row Crop,M523,Corn Crop,G699,Tropical & Temperate Corn Crop,250,255,119,0.980392,1,0.466667
7985,Western Warm Temperate Close Grown Crop,7985,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,237,119,1,0.929412,0.466667
7986,Western Warm Temperate Fallow/Idle Cropland,7986,Herb,7,7.B,7.B.4,7.B.4.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.4 Fallow Field & Weed Vegetation,D207,7.B.4.1 Cropland Fallow Field,M539,Fallow Field,G711,Tropical & Temperate Open Fallow Field,255,255,119,1,1,0.466667
7987,Western Warm Temperate Pasture and Hayland,7987,Herb,7,7.B,7.B.2,7.B.2.2,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.2 Pasture & Hay Field Crop,D204,7.B.2.2 Permanent Pasture & Hay Field,M534,Permanent Pasture & Grass Hay Field,G708,Tropical & Temperate Permanent Pasture & Hay Field,227,212,28,0.890196,0.831373,0.109804
7988,Western Warm Temperate Wheat,7988,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,250,227,163,0.980392,0.890196,0.639216
7989,Western Warm Temperate Aquaculture,7989,Agriculture,7,7.D,7.D.1,7.D.1.1,7 Agricultural & Developed Vegetation,7.D Agricultural & Developed Aquatic Vegetation,7.D.1 Agricultural Aquatic Vegetation,D213,7.D.1.1 Agricultural Pond Vegetation,M553,Agricultural Pond Vegetation,G734,Tropical & Temperate Aquaculture,210,255,237,0.823529,1,0.929412
7990,Eastern Warm Temperate Orchard,7990,Tree,7,7.A,7.A.1,7.A.1.1,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D215,7.A.1.1 Tree Orchard,M555,Fruit Orchard,G736,Tropical & Temperate Fruit Orchard,210,28,94,0.823529,0.109804,0.368627
7991,Eastern Warm Temperate Vineyard,7991,Agriculture,7,7.A,7.A.1,7.A.1.2,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D216,7.A.1.2 Vineyard,M557,Grape Vineyard,G737,Tropical & Temperate Grape Vineyard,168,0,132,0.658824,0,0.517647
7992,Eastern Warm Temperate Bush fruit and berries,7992,Shrub,7,7.A,7.A.1,7.A.1.3,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.1 Woody Horticultural Crop,D217,7.A.1.3 Bush Fruit & Berry,M559,Bush Fruit & Berry,G738,Tropical & Temperate Bush Fruit & Berry,210,28,119,0.823529,0.109804,0.466667
7993,Eastern Warm Temperate Row Crop-Close Grown Crop,7993,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,245,140,1,0.960784,0.54902
7994,Eastern Warm Temperate Row Crop,7994,Agriculture,7,7.B,7.B.1,7.B.1.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D200,7.B.1.1 Graminoid Row Crop,M523,Corn Crop,G699,Tropical & Temperate Corn Crop,250,255,119,0.980392,1,0.466667
7995,Eastern Warm Temperate Close Grown Crop,7995,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,255,237,119,1,0.929412,0.466667
7996,Eastern Warm Temperate Fallow/Idle Cropland,7996,Herb,7,7.B,7.B.4,7.B.4.1,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.4 Fallow Field & Weed Vegetation,D207,7.B.4.1 Cropland Fallow Field,M539,Fallow Field,G711,Tropical & Temperate Open Fallow Field,255,255,119,1,1,0.466667
7997,Eastern Warm Temperate Pasture and Hayland,7997,Herb,7,7.B,7.B.2,7.B.2.2,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.2 Pasture & Hay Field Crop,D204,7.B.2.2 Permanent Pasture & Hay Field,M534,Permanent Pasture & Grass Hay Field,G708,Tropical & Temperate Permanent Pasture & Hay Field,227,212,28,0.890196,0.831373,0.109804
7998,Eastern Warm Temperate Wheat,7998,Agriculture,7,7.B,7.B.1,7.B.1.3,7 Agricultural & Developed Vegetation,7.B Herbaceous Agricultural Vegetation,7.B.1 Row & Close Grain Crop,D202,7.B.1.3 Close Grain Crop,M530,Close Grain Crop,G706,Tropical & Temperate Close Grain Crop,250,227,163,0.980392,0.890196,0.639216
7999,Eastern Warm Temperate Aquaculture,7999,Agriculture,7,7.D,7.D.1,7.D.1.1,7 Agricultural & Developed Vegetation,7.D Agricultural & Developed Aquatic Vegetation,7.D.1 Agricultural Aquatic Vegetation,D213,7.D.1.1 Agricultural Pond Vegetation,M553,Agricultural Pond Vegetation,G734,Tropical & Temperate Aquaculture,210,255,237,0.823529,1,0.929412
9301,California Ruderal Grassland and Meadow,9301,Herb,2,2.B,2.B.1,2.B.1.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.1 Mediterranean Scrub & Grassland,D021,2.B.1.Nb California Grassland & Meadow,M046,California Ruderal Grassland & Meadow,G497,California Ruderal Grassland & Forb Meadow,255,105,46,1,0.411765,0.180392
9302,Californian Ruderal Forest,9302,Tree,1,1.B,1.B.1,1.B.1.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D007,1.B.1.Nc Californian Warm Temperate Forest,M513,California Ruderal Forest,G678,California Ruderal Forest,255,59,20,1,0.231373,0.078431
9303,Caribbean & Mesoamerican Lowland Ruderal Shrubland,9303,Shrub,2,2.A,2.A.1,2.A.1.Ea,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland","2.A.1 Tropical Lowland Grassland, Savanna & Shrubland",D094,"2.A.1.Ea Caribbeo-Mesoamerican Lowland Shrubland, Grassland & Savanna",M515,Caribbean & Mesoamerican Lowland Ruderal Grassland & Shrubland,G684,Caribbean & Mesoamerican Lowland Ruderal Grassland & Shrubland,145,255,115,0.568627,1,0.45098
9305,Caribbean Ruderal Dry Forest,9305,Tree,1,1.A,1.A.1,1.A.1.Ea,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D099,1.A.1.Ea Caribbeo-Mesoamerican Dry Forest,M514,Caribbean Ruderal Dry Forest,G683,Caribbean Ruderal Dry Forest,0,222,0,0,0.870588,0
9307,Great Basin & Intermountain Introduced Annual and Biennial Forbland,9307,Herb,3,3.B,3.B.1,3.B.1.Ne,3 Desert & Semi-Desert,3.B Cool Semi-Desert Scrub & Grassland,3.B.1 Cool Semi-Desert Scrub & Grassland,D040,3.B.1.Ne Western North American Cool Semi-Desert Scrub & Grassland,M499,Western North American Cool Semi-Desert Ruderal Scrub & Grassland,G600,Great Basin & Intermountain Ruderal Dry Shrubland & Grassland,255,105,46,1,0.411765,0.180392
9308,Great Basin & Intermountain Introduced Annual Grassland,9308,Herb,3,3.B,3.B.1,3.B.1.Ne,3 Desert & Semi-Desert,3.B Cool Semi-Desert Scrub & Grassland,3.B.1 Cool Semi-Desert Scrub & Grassland,D040,3.B.1.Ne Western North American Cool Semi-Desert Scrub & Grassland,M499,Western North American Cool Semi-Desert Ruderal Scrub & Grassland,G600,Great Basin & Intermountain Ruderal Dry Shrubland & Grassland,255,105,46,1,0.411765,0.180392
9309,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,9309,Herb,3,3.B,3.B.1,3.B.1.Ne,3 Desert & Semi-Desert,3.B Cool Semi-Desert Scrub & Grassland,3.B.1 Cool Semi-Desert Scrub & Grassland,D040,3.B.1.Ne Western North American Cool Semi-Desert Scrub & Grassland,M499,Western North American Cool Semi-Desert Ruderal Scrub & Grassland,G600,Great Basin & Intermountain Ruderal Dry Shrubland & Grassland,255,105,46,1,0.411765,0.180392
9310,North American Warm Desert Ruderal & Planted Scrub,9310,Shrub,3,3.A,3.A.2,3.A.2.Na,3 Desert & Semi-Desert,3.A Warm Desert & Semi-Desert Woodland,3.A.2 Warm Desert & Semi-Desert Scrub & Grassland,D039,3.A.2.Na North American Warm Desert Scrub & Grassland,M512,North American Warm Desert Ruderal Scrub & Grassland,G677,North American Warm Desert Ruderal Scrub & Grassland,255,105,46,1,0.411765,0.180392
9311,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,9311,Shrub,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D027,2.B.4.Nb Pacific North American Coast Scrub & Herb Vegetation,M511,North Pacific Coastal Ruderal Grassland & Shrubland,G647,North Pacific Maritime Coastal Ruderal Shrub & Grass Dune,255,105,46,1,0.411765,0.180392
9312,Northeastern North American Temperate Forest Plantation,9312,Tree,7,7.A,7.A.2,7.A.2.1,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.2 Forest Plantation & Agroforestry,D196,7.A.2.1 Forest Plantation,M875,Temperate & Boreal Plantation,G779,Eastern North American Temperate Forest Plantation,158,67,14,0.619608,0.262745,0.054902
9313,Northern & Central Exotic Ruderal Forest,9313,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M013,Eastern North American Ruderal Forest,G032,Northern & Central Exotic Ruderal Forest,0,132,168,0,0.517647,0.658824
9314,Northern & Central Native Ruderal Flooded & Swamp Forest,9314,Tree,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M302,Eastern North American Ruderal Flooded & Swamp Forest,G552,Northern & Central Native Ruderal Flooded & Swamp Forest,0,132,168,0,0.517647,0.658824
9315,Northern & Central Native Ruderal Forest,9315,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M013,Eastern North American Ruderal Forest,G030,Northern & Central Native Ruderal Forest,255,105,46,1,0.411765,0.180392
9316,Northern & Central Plains Ruderal & Planted Shrubland,9316,Shrub,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M498,Great Plains Ruderal Grassland & Shrubland,G679,Northern & Central Great Plains Ruderal Grassland & Shrubland,255,105,46,1,0.411765,0.180392
9317,Northern & Central Ruderal Shrubland,9317,Shrub,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M123,Eastern North American Ruderal Grassland & Shrubland,G059,Northern & Central Ruderal Meadow & Shrubland,255,105,46,1,0.411765,0.180392
9318,Northern & Central Ruderal Wet Meadow & Marsh,9318,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M303,Eastern North American Ruderal Wet Meadow & Marsh,G556,Northern & Central Ruderal Wet Meadow & Marsh,255,105,46,1,0.411765,0.180392
9319,Southeastern Exotic Ruderal Forest,9319,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M305,Southeastern North American Ruderal Forest,G029,Southeastern Exotic Ruderal Forest,255,105,46,1,0.411765,0.180392
9320,Southeastern Native Ruderal Flooded & Swamp Forest,9320,Tree,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M310,Southeastern North American Ruderal Flooded & Swamp Forest,G553,Southeastern Native Ruderal Flooded & Swamp Forest,0,132,168,0,0.517647,0.658824
9321,Southeastern Native Ruderal Forest,9321,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M305,Southeastern North American Ruderal Forest,G031,Southeastern Native Ruderal Forest,255,105,46,1,0.411765,0.180392
9322,Southeastern North American Temperate Forest Plantation,9322,Tree,7,7.A,7.A.2,7.A.2.1,7 Agricultural & Developed Vegetation,7.A Woody Agricultural Vegetation,7.A.2 Forest Plantation & Agroforestry,D196,7.A.2.1 Forest Plantation,M875,Temperate & Boreal Plantation,G779,Eastern North American Temperate Forest Plantation,158,67,14,0.619608,0.262745,0.054902
9323,Southeastern Ruderal Shrubland,9323,Shrub,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M307,Southeastern Ruderal Grassland & Shrubland,G583,Southeastern Ruderal Grassland & Shrubland,255,105,46,1,0.411765,0.180392
9324,Southeastern Ruderal Wet Meadow & Marsh,9324,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M303,Eastern North American Ruderal Wet Meadow & Marsh,G557,Southeastern Ruderal Wet Meadow & Marsh,255,105,46,1,0.411765,0.180392
9325,Great Plains Comanchian Ruderal Shrubland,9325,Shrub,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M498,Great Plains Ruderal Grassland & Shrubland,G680,Southern Plains & Texas Ruderal & Planted Grassland & Shrubland,255,105,46,1,0.411765,0.180392
9326,Southern Vancouverian Lowland Ruderal Shrubland,9326,Shrub,2,2.B,2.B.2,2.B.2.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D022,2.B.2.Na Western North American Grassland & Shrubland,M493,Western North American Ruderal Grassland & Shrubland,G648,Southern Vancouverian Lowland Ruderal Grassland & Shrubland,255,105,46,1,0.411765,0.180392
9327,Interior West Ruderal Riparian Forest,9327,Tree,1,1.B,1.B.3,1.B.3.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D013,1.B.3.Nd Interior Lowland West Flooded & Swamp Forest,M298,Interior West Ruderal Flooded & Swamp Forest,G510,Interior West Ruderal Riparian Forest & Scrub,255,105,46,1,0.411765,0.180392
9328,Interior Western North American Temperate Ruderal Shrubland,9328,Shrub,2,2.B,2.B.2,2.B.2.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D022,2.B.2.Na Western North American Grassland & Shrubland,M493,Western North American Ruderal Grassland & Shrubland,G624,Interior Western North American Ruderal Grassland & Shrubland,255,105,46,1,0.411765,0.180392
9329,Western North American Ruderal Wet Shrubland,9329,Shrub,2,2.C,2.C.4,2.C.4.Nb,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D031,2.C.4.Nb Western North American Freshwater Shrubland Wet Meadow & Marsh,M301,Western North American Ruderal Wet Shrubland Meadow & Marsh,G524,Western North American Ruderal Wet Shrubland Meadow & Marsh,255,105,46,1,0.411765,0.180392
9332,Southeastern Exotic Ruderal Flooded & Swamp Forest,9332,Tree,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M310,Southeastern North American Ruderal Flooded & Swamp Forest,G762,Southeastern Exotic Ruderal Flooded & Swamp Forest,0,132,168,0,0.517647,0.658824
9336,Great Basin & Intermountain Ruderal Shrubland,9336,Shrub,3,3.B,3.B.1,3.B.1.Ne,3 Desert & Semi-Desert,3.B Cool Semi-Desert Scrub & Grassland,3.B.1 Cool Semi-Desert Scrub & Grassland,D040,3.B.1.Ne Western North American Cool Semi-Desert Scrub & Grassland,M499,Western North American Cool Semi-Desert Ruderal Scrub & Grassland,G600,Great Basin & Intermountain Ruderal Dry Shrubland & Grassland,255,105,46,1,0.411765,0.180392
9337,California Ruderal Scrub,9301,Shrub,2,2.B,2.B.1,2.B.1.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.1 Mediterranean Scrub & Grassland,D020,2.B.1.Na Californian Scrub,M889,Californian Ruderal Scrub,G802,California Ruderal Scrub,255,105,46,1,0.411765,0.180392
9340,Caribbean Lowland Ruderal Rainforest,9340,Tree,1,1.A,1.A.2,1.A.2.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D091,1.A.2.Eg Caribbeo-Mesoamerican Lowland Humid Forest,M281,Caribbean Lowland Humid Forest,M281,Caribbean Lowland Ruderal Rainforest,0,222,0,0,0.870588,0
